id	label	description	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Citations>	score<Journal impact factor>
133	shanghai.. (shan-non-standard)	<table><tr><td>SHANGHAI NAT GROUP HEALTH TECHNOLOGY CO (SHAN-Non-standard)</td></tr><tr><td>Peso: 2</td></tr></table>	-0.9567	-0.507	4	2	2	2	1
134	bank china ltd (bchi-c)	<table><tr><td>BANK CHINA LTD (BCHI-C)</td></tr><tr><td>Peso: 16</td></tr></table>	-0.5136	0.5601	4	16	16	16	1
135	microsoft corp (mict-c)	<table><tr><td>MICROSOFT CORP (MICT-C)</td></tr><tr><td>Peso: 22</td></tr></table>	-0.4062	0.9151	16	26	26	26	1
136	microsof..censing llc (mict-c)	<table><tr><td>MICROSOFT TECHNOLOGY LICENSING LLC (MICT-C)</td></tr><tr><td>Peso: 59</td></tr></table>	-0.7738	0.369	16	103	103	103	1
137	siemens ..thcare gmbh (siei-c)	<table><tr><td>SIEMENS HEALTHCARE GMBH (SIEI-C)</td></tr><tr><td>Peso: 10</td></tr></table>	0.4896	0.6215	6	10	10	10	1
138	shenzhen.. (shen-non-standard)	<table><tr><td>SHENZHEN EASYHIN TECHNOLOGY CO LTD (SHEN-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.9122	0.7269	4	1	1	1	1
139	sangfor ..ologies inc (snfr-c)	<table><tr><td>SANGFOR TECHNOLOGIES INC (SNFR-C)</td></tr><tr><td>Peso: 2</td></tr></table>	-0.7744	0.6505	18	2	2	2	1
140	sangfor ..logy co ltd (snfr-c)	<table><tr><td>SANGFOR TECHNOLOGY CO LTD (SNFR-C)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.6105	-0.2956	18	1	1	1	1
141	pingan i..logy co ltd (ping-c)	<table><tr><td>PINGAN INT SMART CITY TECHNOLOGY CO LTD (PING-C)</td></tr><tr><td>Peso: 16</td></tr></table>	-0.774	0.3969	4	16	16	16	1
142	honda re..t euro gmbh (hond-c)	<table><tr><td>HONDA RES INST EURO GMBH (HOND-C)</td></tr><tr><td>Peso: 1</td></tr></table>	0.4484	0.288	6	1	1	1	1
143	univ changan (ucha-c)	<table><tr><td>UNIV CHANGAN (UCHA-C)</td></tr><tr><td>Peso: 5</td></tr></table>	0.7176	-0.925	4	5	5	5	1
144	xinhua z.. (xinh-non-standard)	<table><tr><td>XINHUA ZHIYUN TECHNOLOGY CO LTD (XINH-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.462	0.4151	4	1	1	1	1
145	univ wuh..polytechnic (uwhp-c)	<table><tr><td>UNIV WUHAN POLYTECHNIC (UWHP-C)</td></tr><tr><td>Peso: 1</td></tr></table>	0.8802	-0.9694	4	1	1	1	1
146	univ kor..iness found (uykr-c)	<table><tr><td>UNIV KOREA RES & BUSINESS FOUND (UYKR-C)</td></tr><tr><td>Peso: 8</td></tr></table>	0.3865	-0.7076	11	8	8	8	1
147	univ jiangnan (uyjn-c)	<table><tr><td>UNIV JIANGNAN (UYJN-C)</td></tr><tr><td>Peso: 6</td></tr></table>	-0.5562	-0.2585	4	6	6	6	1
148	beijing .. technology (zjtd-c)	<table><tr><td>BEIJING ZIJIETIAODONG NETWORK TECHNOLOGY (ZJTD-C)</td></tr><tr><td>Peso: 2</td></tr></table>	-0.3686	0.5049	4	2	2	2	1
149	beijing ..chnology co (zjtd-c)	<table><tr><td>BEIJING BYTEDANCE NETWORK TECHNOLOGY CO (ZJTD-C)</td></tr><tr><td>Peso: 5</td></tr></table>	0.2085	0.1978	4	5	5	5	1
150	beijing .. technology (tale-c)	<table><tr><td>BEIJING CENTURY TAL EDUCATION TECHNOLOGY (TALE-C)</td></tr><tr><td>Peso: 3</td></tr></table>	-0.5683	0.7231	4	3	3	3	1
151	univ hon..en res inst (uyce-c)	<table><tr><td>UNIV HONG KONG CHINESE SHENZHEN RES INST (UYCE-C)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.6674	-0.7581	4	1	1	1	1
152	shenzhen..gies co ltd (tnct-c)	<table><tr><td>SHENZHEN TENCENT TECHNOLOGIES CO LTD (TNCT-C)</td></tr><tr><td>Peso: 2</td></tr></table>	-0.0642	-0.9238	4	2	2	2	1
153	forcepoi.. (forc-non-standard)	<table><tr><td>FORCEPOINT LLC (FORC-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.7429	0.9053	16	1	1	1	1
154	univ xian jiaotong (uyxj-c)	<table><tr><td>UNIV XIAN JIAOTONG (UYXJ-C)</td></tr><tr><td>Peso: 21</td></tr></table>	0.2122	-0.5821	4	23	23	23	1
155	univ nat.. technology (undt-c)	<table><tr><td>UNIV NAT DEFENSE TECHNOLOGY (UNDT-C)</td></tr><tr><td>Peso: 22</td></tr></table>	-0.3606	-0.3342	4	22	22	22	1
156	shenzhen..bank co ltd (qhwb-c)	<table><tr><td>SHENZHEN QIANHAI WEBANK CO LTD (QHWB-C)</td></tr><tr><td>Peso: 9</td></tr></table>	0.033	-0.5294	4	11	11	11	1
157	shanghai..ligent heal (suih-c)	<table><tr><td>SHANGHAI UNITED IMAGING INTELLIGENT HEAL (SUIH-C)</td></tr><tr><td>Peso: 6</td></tr></table>	0.3473	-0.3166	4	6	6	6	1
158	univ ningxia (unnx-c)	<table><tr><td>UNIV NINGXIA (UNNX-C)</td></tr><tr><td>Peso: 1</td></tr></table>	0.5853	0.2198	4	1	1	1	1
159	shengfa .. (shen-non-standard)	<table><tr><td>SHENGFA ZHILIAN BEIJING TECHNOLOGY CO (SHEN-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.2964	0.5164	4	1	1	1	1
160	jain d (jain-individual)	<table><tr><td>JAIN D (JAIN-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.0354	0.2592	18	1	1	1	1
161	singh d (sing-individual)	<table><tr><td>SINGH D (SING-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.6037	-0.414	18	1	1	1	1
162	shanghai.. (shan-non-standard)	<table><tr><td>SHANGHAI BAIGUAN DATA TECHNOLOGY CO LTD (SHAN-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.0884	0.479	4	1	1	1	1
163	beijing .. (beij-non-standard)	<table><tr><td>BEIJING BEIMING SHUKE INFORMATION TECHNOLOGY CO              LTD (BEIJ-Non-standard)</td></tr><tr><td>Peso: 3</td></tr></table>	-0.9028	-0.2949	4	3	3	3	1
164	shencun .. (shen-non-standard)	<table><tr><td>SHENCUN TECHNOLOGY WUXI CO LTD (SHEN-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.1873	0.1223	4	1	1	1	1
165	shanghai.. (shan-non-standard)	<table><tr><td>SHANGHAI FENZESHIDAI SOFTWARE TECHNOLOGY (SHAN-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.3023	0.5225	4	1	1	1	1
166	nantong .. (nant-non-standard)	<table><tr><td>NANTONG SECOND PEOPLES HOSPITAL (NANT-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.7698	-0.5311	4	1	1	1	1
167	univ chi.. technology (uest-c)	<table><tr><td>UNIV CHINA ELECTRONIC SCI & TECHNOLOGY (UEST-C)</td></tr><tr><td>Peso: 48</td></tr></table>	-0.7134	-0.7154	4	55	55	55	1
168	zhejiang lab (zjlb-c)	<table><tr><td>ZHEJIANG LAB (ZJLB-C)</td></tr><tr><td>Peso: 16</td></tr></table>	-0.5487	0.7578	4	16	16	16	1
169	chongqin..bile co ltd (chon-c)	<table><tr><td>CHONGQING CHANGAN AUTOMOBILE CO LTD (CHON-C)</td></tr><tr><td>Peso: 3</td></tr></table>	0.9469	0.0474	4	3	3	3	1
170	dell prod lp (deld-c)	<table><tr><td>DELL PROD LP (DELD-C)</td></tr><tr><td>Peso: 6</td></tr></table>	-0.9324	0.3197	16	6	6	6	1
171	univ zhengzhou (uyzz-c)	<table><tr><td>UNIV ZHENGZHOU (UYZZ-C)</td></tr><tr><td>Peso: 10</td></tr></table>	-0.7115	0.99	4	11	11	11	1
172	kang jia..ogy shenzhe (kanj-c)	<table><tr><td>KANG JIAN INFORMATION TECHNOLOGY SHENZHE (KANJ-C)</td></tr><tr><td>Peso: 2</td></tr></table>	0.2851	0.0975	4	2	2	2	1
173	shenzhen.. (shen-non-standard)	<table><tr><td>SHENZHEN KUAIGOU TECHNOLOGY CO LTD (SHEN-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.1314	-0.028	4	1	1	1	1
174	xing c (xing-individual)	<table><tr><td>XING C (XING-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.8038	-0.9436	4	1	1	1	1
175	univ cent south (uycs-c)	<table><tr><td>UNIV CENT SOUTH (UYCS-C)</td></tr><tr><td>Peso: 17</td></tr></table>	0.3821	-0.2827	4	18	18	18	1
176	guo y (guoy-individual)	<table><tr><td>GUO Y (GUOY-Individual)</td></tr><tr><td>Peso: 2</td></tr></table>	-0.4262	0.8596	4	2	2	2	1
177	shenzhen.. (shen-non-standard)	<table><tr><td>SHENZHEN QIANHAI HIGH-TECH INT MEDICAL (SHEN-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.4088	0.5526	4	1	1	1	1
178	geedge h.. (geed-non-standard)	<table><tr><td>GEEDGE HAINAN INFORMATION TECHNOLOGY CO (GEED-Non-standard)</td></tr><tr><td>Peso: 2</td></tr></table>	-0.1017	-0.913	4	2	2	2	1
179	nokia te..nologies oy (oyno-c)	<table><tr><td>NOKIA TECHNOLOGIES OY (OYNO-C)</td></tr><tr><td>Peso: 8</td></tr></table>	0.0819	0.1364	18	8	8	8	1
180	nokia te..jing co ltd (oyno-c)	<table><tr><td>NOKIA TECHNOLOGIES BEIJING CO LTD (OYNO-C)</td></tr><tr><td>Peso: 3</td></tr></table>	0.7589	0.7928	18	3	3	3	1
181	tencent ..jing co ltd (tnct-c)	<table><tr><td>TENCENT TECHNOLOGY BEIJING CO LTD (TNCT-C)</td></tr><tr><td>Peso: 9</td></tr></table>	-0.1005	-0.0926	4	9	9	9	1
182	korea ad..nology inst (koad-c)	<table><tr><td>KOREA ADVANCED SCI & TECHNOLOGY INST (KOAD-C)</td></tr><tr><td>Peso: 17</td></tr></table>	-0.4567	-0.6134	18	23	23	23	1
183	sun y (suny-individual)	<table><tr><td>SUN Y (SUNY-Individual)</td></tr><tr><td>Peso: 3</td></tr></table>	0.5487	-0.304	4	3	3	3	1
184	frenzy l.. (fren-non-standard)	<table><tr><td>FRENZY LABS INC (FREN-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.3162	0.6348	16	1	1	1	1
185	univ gua.. technology (ungp-c)	<table><tr><td>UNIV GUANGDONG PETROCHEMICAL TECHNOLOGY (UNGP-C)</td></tr><tr><td>Peso: 2</td></tr></table>	-0.6907	0.3584	4	2	2	2	1
186	univ gua.. technology (ungp-c)	<table><tr><td>UNIV GUANGDONG PETROCHEM TECHNOLOGY (UNGP-C)</td></tr><tr><td>Peso: 3</td></tr></table>	0.0364	-0.3452	4	3	3	3	1
187	chinese .. (chen-non-standard)	<table><tr><td>CHINESE ACAD ENVIRONMENTAL PLANNING (CHEN-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.2416	0.8552	19	1	1	1	1
188	shenzhen.. (shen-non-standard)	<table><tr><td>SHENZHEN YISHI HUOLALA TECHNOLOGY CO LTD (SHEN-Non-standard)</td></tr><tr><td>Peso: 2</td></tr></table>	0.1763	-0.605	4	2	2	2	1
189	univ xia.. (uyxi-non-standard)	<table><tr><td>UNIV XIAN JIANTONG (UYXI-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.1675	0.3452	4	1	1	1	1
190	univ fou..il ind coop (unso-c)	<table><tr><td>UNIV FOUND SOONGSIL IND COOP (UNSO-C)</td></tr><tr><td>Peso: 1</td></tr></table>	0.5111	0.0799	11	1	1	1	1
191	webank co ltd (qhwb-c)	<table><tr><td>WEBANK CO LTD (QHWB-C)</td></tr><tr><td>Peso: 2</td></tr></table>	0.5045	0.5051	4	2	2	2	1
192	baosteel..guan co ltd (baos-c)	<table><tr><td>BAOSTEEL SPECIAL STEEL SHAOGUAN CO LTD (BAOS-C)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.7551	0.158	4	1	1	1	1
193	shenzhen..logy co ltd (sstg-c)	<table><tr><td>SHENZHEN SENSETIME TECHNOLOGY CO LTD (SSTG-C)</td></tr><tr><td>Peso: 7</td></tr></table>	-0.2376	-0.3579	4	12	12	12	1
194	beijing .. (beij-non-standard)	<table><tr><td>BEIJING JINGHANG INST COMPUTATION COMMUN (BEIJ-Non-standard)</td></tr><tr><td>Peso: 5</td></tr></table>	0.3729	-0.5319	4	5	5	5	1
195	guangdon..grid co ltd (cspg-c)	<table><tr><td>GUANGDONG POWER GRID CO LTD (CSPG-C)</td></tr><tr><td>Peso: 12</td></tr></table>	-0.5904	0.8002	4	12	12	12	1
196	emotibot.. (emot-non-standard)	<table><tr><td>EMOTIBOT TECHNOLOGIES LTD (EMOT-Non-standard)</td></tr><tr><td>Peso: 2</td></tr></table>	0.8203	-0.6296	4	2	2	2	1
197	nippon t..ephone corp (nite-c)	<table><tr><td>NIPPON TELEGRAPH & TELEPHONE CORP (NITE-C)</td></tr><tr><td>Peso: 17</td></tr></table>	-0.5335	-0.3762	18	35	35	35	1
198	shenyan ..jing co ltd (dpbt-c)	<table><tr><td>SHENYAN TECHNOLOGY BEIJING CO LTD (DPBT-C)</td></tr><tr><td>Peso: 5</td></tr></table>	-0.1525	0.0805	4	5	5	5	1
199	univ chongqing (uycq-c)	<table><tr><td>UNIV CHONGQING (UYCQ-C)</td></tr><tr><td>Peso: 13</td></tr></table>	-0.6144	-0.6052	4	15	15	15	1
200	tencent ..jing co ltd (tnct-c)	<table><tr><td>TENCENT CLOUD COMPUTING BEIJING CO LTD (TNCT-C)</td></tr><tr><td>Peso: 3</td></tr></table>	-0.7724	-0.6799	4	3	3	3	1
201	hua anal.. (huaa-non-standard)	<table><tr><td>HUA ANALYSIS TECHNOLOGY SHANGHAI CO LTD (HUAA-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.5461	-0.7994	4	1	1	1	1
202	informat..co shandong (sgcc-c)	<table><tr><td>INFORMATION COMMUNICATION CO SHANDONG (SGCC-C)</td></tr><tr><td>Peso: 4</td></tr></table>	-0.8194	-0.246	4	4	4	4	1
203	pingan l..ce co china (ping-c)	<table><tr><td>PINGAN LIFE INSURANCE CO CHINA (PING-C)</td></tr><tr><td>Peso: 12</td></tr></table>	0.4055	0.3709	4	12	12	12	1
204	dongguan.. (dong-non-standard)	<table><tr><td>DONGGUAN CHANGXUE CHANGWAN EDUCATION TECHNOLOGY CO LTD (DONG-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.1416	-0.8599	4	1	1	1	1
205	univ kun.. technology (ukst-c)	<table><tr><td>UNIV KUNMING SCI & TECHNOLOGY (UKST-C)</td></tr><tr><td>Peso: 15</td></tr></table>	-0.8886	0.3472	4	16	16	16	1
206	beijing ..logy co ltd (idrv-c)	<table><tr><td>BEIJING ZHIXINGZHE TECHNOLOGY CO LTD (IDRV-C)</td></tr><tr><td>Peso: 2</td></tr></table>	-0.9468	-0.0187	4	2	2	2	1
207	beijing ..logy co ltd (idrv-c)	<table><tr><td>BEIJING IDRIVERPLUS TECHNOLOGY CO LTD (IDRV-C)</td></tr><tr><td>Peso: 1</td></tr></table>	0.8899	0.0078	4	1	1	1	1
208	univ nor..lytechnical (unwp-c)	<table><tr><td>UNIV NORTHWESTERN POLYTECHNICAL (UNWP-C)</td></tr><tr><td>Peso: 24</td></tr></table>	0.8642	0.9365	4	28	28	28	1
209	univ nor..rn polytech (unwp-c)	<table><tr><td>UNIV NORTHWESTERN POLYTECH (UNWP-C)</td></tr><tr><td>Peso: 7</td></tr></table>	-0.456	0.5241	4	7	7	7	1
210	tianjin .. (tian-non-standard)	<table><tr><td>TIANJIN NORTH CHINA GEOLOGICAL EXPLORATI (TIAN-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.619	0.1553	4	1	1	1	1
211	tianjin .. (tian-non-standard)	<table><tr><td>TIANJIN BINHAI INT AIRPORT CO LTD (TIAN-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.4502	-0.2387	4	1	1	1	1
212	shanghai..intelligent (sstg-c)	<table><tr><td>SHANGHAI SENSETIME LINGANG INTELLIGENT (SSTG-C)</td></tr><tr><td>Peso: 6</td></tr></table>	0.2577	-0.2668	4	8	8	8	1
213	univ tongji (uytj-c)	<table><tr><td>UNIV TONGJI (UYTJ-C)</td></tr><tr><td>Peso: 21</td></tr></table>	0.6344	-0.062	4	21	21	21	1
214	suzhou i..chnology co (inei-c)	<table><tr><td>SUZHOU INSPUR INTELLIGENT TECHNOLOGY CO (INEI-C)</td></tr><tr><td>Peso: 8</td></tr></table>	-0.6757	0.0651	4	10	10	10	1
215	sensetime group ltd (sstg-c)	<table><tr><td>SENSETIME GROUP LTD (SSTG-C)</td></tr><tr><td>Peso: 1</td></tr></table>	0.819	-0.712	4	1	1	1	1
216	tongji h..cal college (uyhz-c)	<table><tr><td>TONGJI HOSPITAL TONGJI MEDICAL COLLEGE (UYHZ-C)</td></tr><tr><td>Peso: 1</td></tr></table>	0.3965	-0.3235	4	1	1	1	1
217	sic-cred.. (sicc-non-standard)	<table><tr><td>SIC-CREDIT BEIJING TECHNOLOGY DEV CO LTD (SICC-Non-standard)</td></tr><tr><td>Peso: 2</td></tr></table>	-0.3028	-0.7114	4	2	2	2	1
218	inst com..se acad sci (ccec-c)	<table><tr><td>INST COMPUTING TECH CHINESE ACAD SCI (CCEC-C)</td></tr><tr><td>Peso: 12</td></tr></table>	-0.1703	-0.9372	4	11	11	11	1
219	fujitsu ltd (fuit-c)	<table><tr><td>FUJITSU LTD (FUIT-C)</td></tr><tr><td>Peso: 34</td></tr></table>	-0.946	0.9046	18	82	82	82	1
220	multi sc.. (mult-non-standard)	<table><tr><td>MULTI SCALE SOLUTIONS INC (MULT-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.178	0.9757	16	1	1	1	1
221	beijing .. dev co ltd (sogu-c)	<table><tr><td>BEIJING SOGOU TECHNOLOGY DEV CO LTD (SOGU-C)</td></tr><tr><td>Peso: 6</td></tr></table>	-0.1262	0.9949	4	7	7	7	1
222	univ bei..ion res ins (unba-c)	<table><tr><td>UNIV BEIHANG HANGZHOU INNOVATION RES INS (UNBA-C)</td></tr><tr><td>Peso: 3</td></tr></table>	-0.1369	-0.6745	4	3	3	3	1
223	shenyang..roup co ltd (chav-c)	<table><tr><td>SHENYANG AIRCRAFT IND GROUP CO LTD (CHAV-C)</td></tr><tr><td>Peso: 2</td></tr></table>	0.1587	0.4289	4	2	2	2	1
224	anhui su.. (anhu-non-standard)	<table><tr><td>ANHUI SUNCN PAP INFORMATION TECHNOLOGY (ANHU-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.9152	0.2773	4	1	1	1	1
225	hangzhou.. (hang-non-standard)	<table><tr><td>HANGZHOU SHIYU TECHNOLOGY CO LTD (HANG-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.8716	0.0858	4	1	1	1	1
226	caas agr..mation inst (cags-c)	<table><tr><td>CAAS AGRIC INFORMATION INST (CAGS-C)</td></tr><tr><td>Peso: 2</td></tr></table>	-0.5768	-0.7079	4	2	2	2	1
227	beijing .. (beij-non-standard)	<table><tr><td>BEIJING RUYITANG TECHNOLOGY CO LTD (BEIJ-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.8111	-0.3555	4	1	1	1	1
228	shanghai.. (shan-non-standard)	<table><tr><td>SHANGHAI ZHIZHEN INTELLIGENT NETWORK TEC (SHAN-Non-standard)</td></tr><tr><td>Peso: 5</td></tr></table>	0.9776	-0.508	4	5	5	5	1
229	beijing ..logy co ltd (mtdp-c)	<table><tr><td>BEIJING SANKUAI ONLINE TECHNOLOGY CO LTD (MTDP-C)</td></tr><tr><td>Peso: 7</td></tr></table>	-0.9422	0.4158	4	9	9	9	1
230	perfect .. (perf-non-standard)	<table><tr><td>PERFECT WORLD BEIJING SOFTWARE TECHNOLOG (PERF-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.4485	0.3981	4	1	1	1	1
231	shanghai.. mfg co ltd (coac-c)	<table><tr><td>SHANGHAI AIRCRAFT MFG CO LTD (COAC-C)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.9089	0.6619	4	1	1	1	1
232	zhangjia.. (zhan-non-standard)	<table><tr><td>ZHANGJIAGANG LVSE CHINESE HERBAL MEDICIN (ZHAN-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.4036	-0.1337	4	1	1	1	1
233	beijing ..logy co ltd (qihu-c)	<table><tr><td>BEIJING QIHOO SCI & TECHNOLOGY CO LTD (QIHU-C)</td></tr><tr><td>Peso: 3</td></tr></table>	-0.6186	-0.7669	4	3	3	3	1
234	epl codi.. (eplc-non-standard)	<table><tr><td>EPL CODING CO LTD (EPLC-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.0733	0.5892	11	1	1	1	1
235	zhang d (zhan-individual)	<table><tr><td>ZHANG D (ZHAN-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.7206	-0.4686	4	1	1	1	1
236	vrain so.. (vrai-non-standard)	<table><tr><td>VRAIN SOLUTION INC (VRAI-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.7578	0.8745	10	1	1	1	1
237	guizhou .. (guiz-non-standard)	<table><tr><td>GUIZHOU HANKAISI INTELLIGENT TECHNOLOGY (GUIZ-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.3358	0.0889	4	1	1	1	1
238	tencent ..zhen co ltd (tnct-c)	<table><tr><td>TENCENT MEDICAL HEALTH SHENZHEN CO LTD (TNCT-C)</td></tr><tr><td>Peso: 2</td></tr></table>	-0.558	0.3633	4	2	2	2	1
239	arc joho.. (arcj-non-standard)	<table><tr><td>ARC JOHO SYSTEM KK (ARCJ-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.0407	0.4977	10	1	1	1	1
240	ark info.. (arki-non-standard)	<table><tr><td>ARK INFORMATION SYSTEMS INC (ARKI-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.9745	0.8368	10	1	1	1	1
241	beijing ..gies co ltd (thrd-c)	<table><tr><td>BEIJING RUN TECHNOLOGIES CO LTD (THRD-C)</td></tr><tr><td>Peso: 1</td></tr></table>	0.2531	0.3861	4	1	1	1	1
242	suning c..ting co ltd (sncd-c)	<table><tr><td>SUNING CLOUD COMPUTING CO LTD (SNCD-C)</td></tr><tr><td>Peso: 2</td></tr></table>	0.4391	0.4997	4	2	2	2	1
243	10353744.. (onez-non-standard)	<table><tr><td>10353744 CANADA LTD (ONEZ-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.1007	0.2735	4	1	1	1	1
244	shandong.. (shan-non-standard)	<table><tr><td>SHANDONG VTTECHNOLOGY CO LTD (SHAN-Non-standard)</td></tr><tr><td>Peso: 2</td></tr></table>	0.1793	-0.0417	4	2	2	2	1
245	qingniuz.. (qing-non-standard)	<table><tr><td>QINGNIUZHISHENG TECHNOLOGY CO LTD (QING-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.0866	-0.1639	4	1	1	1	1
246	univ sog.. coop found (usif-c)	<table><tr><td>UNIV SOGANG IND COOP FOUND (USIF-C)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.2954	0.442	16	1	1	1	1
247	univ sog..s dev found (usog-c)	<table><tr><td>UNIV SOGANG RES & BUSINESS DEV FOUND (USOG-C)</td></tr><tr><td>Peso: 2</td></tr></table>	0.5185	-0.0087	16	2	2	2	1
248	fanuc corp (fufa-c)	<table><tr><td>FANUC CORP (FUFA-C)</td></tr><tr><td>Peso: 8</td></tr></table>	0.652	0.6567	16	19	19	19	1
249	fanuc ltd (fufa-c)	<table><tr><td>FANUC LTD (FUFA-C)</td></tr><tr><td>Peso: 7</td></tr></table>	0.8735	0.9597	16	8	8	8	1
250	kddi corp (kddi-c)	<table><tr><td>KDDI CORP (KDDI-C)</td></tr><tr><td>Peso: 7</td></tr></table>	-0.6089	0.4941	10	7	7	7	1
251	csg elec..inst co ltd (cspg-c)	<table><tr><td>CSG ELECTRIC POWER RES INST CO LTD (CSPG-C)</td></tr><tr><td>Peso: 2</td></tr></table>	-0.1596	-0.3727	4	2	2	2	1
252	beijing ..ation techn (jdof-c)	<table><tr><td>BEIJING WODONG TIANJUN INFORMATION TECHN (JDOF-C)</td></tr><tr><td>Peso: 13</td></tr></table>	-0.2516	0.0134	4	17	17	17	1
253	beijing ..ding co ltd (jdof-c)	<table><tr><td>BEIJING JINGDONG CENTURY TRADING CO LTD (JDOF-C)</td></tr><tr><td>Peso: 21</td></tr></table>	0.9894	0.2721	4	24	24	24	1
254	odd conc.. (oddc-non-standard)	<table><tr><td>ODD CONCEPTS INC (ODDC-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	0.7716	-0.9049	11	1	1	1	1
255	wuhan ea.. (wuha-non-standard)	<table><tr><td>WUHAN EAST LAKE TRADING CENT BIG DATA CO (WUHA-Non-standard)</td></tr><tr><td>Peso: 2</td></tr></table>	0.8341	-0.6688	4	2	2	2	1
256	lin y (liny-individual)	<table><tr><td>LIN Y (LINY-Individual)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.4411	0.0949	4	1	1	1	1
257	shenzhen.. (shen-non-standard)	<table><tr><td>SHENZHEN FENQILE NETWORK TECHNOLOGY CO (SHEN-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.8083	0.1991	4	1	1	1	1
258	china ac.. technology (caer-c)	<table><tr><td>CHINA ACAD LAUNCH VEHICLE TECHNOLOGY (CAER-C)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.9461	-0.5548	4	1	1	1	1
259	yantai p.. (yant-non-standard)	<table><tr><td>YANTAI PENGLAI ARCHIVES (YANT-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.2709	-0.2993	4	1	1	1	1
260	univ inn.. technology (uyim-c)	<table><tr><td>UNIV INNER MONGOLIA TECHNOLOGY (UYIM-C)</td></tr><tr><td>Peso: 2</td></tr></table>	-0.1066	0.9358	4	2	2	2	1
261	roorkee .. (roor-non-standard)	<table><tr><td>ROORKEE TECHNOLOGY INST (ROOR-Non-standard)</td></tr><tr><td>Peso: 2</td></tr></table>	0.8705	-0.4518	9	2	2	2	1
262	greatoo .. (grea-non-standard)	<table><tr><td>GREATOO INTELLIGENT EQUIP INC (GREA-Non-standard)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.0626	-0.2538	4	1	1	1	1
263	univ gua..rmal tianhe (ugth-c)	<table><tr><td>UNIV GUANGDONG POLYTECHNIC NORMAL TIANHE (UGTH-C)</td></tr><tr><td>Peso: 4</td></tr></table>	-0.0143	0.1487	4	4	4	4	1
264	wuhu pow.. grid anhui (sgcc-c)	<table><tr><td>WUHU POWER SUPPLY CO STATE GRID ANHUI (SGCC-C)</td></tr><tr><td>Peso: 1</td></tr></table>	-0.7861	-0.526	4	1	1	1	1
265	electric.. grid anhui (sgcc-c)	<table><tr><td>ELECTRIC POWER RES INST STATE GRID ANHUI (SGCC-C)</td></tr><tr><td>Peso: 1</td></tr></table>	0.9252	0.8063	4	1	1	1	1
